userId,venueId,venueCategoryId,venueCategory,latitude,longitude,timezoneOffset,utcTimestamp
557,4b5d1cc4f964a5202f5329e3,4bf58dd8d48988d124941735,Office,35.62759063,139.7419685,540,Tue Apr 03 23:20:15 +0000 2012
1320,4c2e8add16adc928bb1ebc9c,4bf58dd8d48988d130941735,Building,35.68328723,139.74383,540,Tue Apr 03 23:20:31 +0000 2012
1372,4b5a46fbf964a5208eb928e3,4bf58dd8d48988d1e0931735,Coffee Shop,35.70248978,139.580006,540,Tue Apr 03 23:20:44 +0000 2012
1509,4cec9db113aea143694c629f,4bf58dd8d48988d129951735,Train Station,35.6071318,139.7347739,540,Tue Apr 03 23:20:48 +0000 2012
149,4b5dec1df964a520ed7329e3,4bf58dd8d48988d129951735,Train Station,35.60910079,139.5163035,540,Tue Apr 03 23:20:50 +0000 2012
294,4b54422df964a520ccb527e3,4bf58dd8d48988d1df941735,Bridge,35.79220981,139.7177321,540,Tue Apr 03 23:20:53 +0000 2012
822,4b56345ff964a520330528e3,4bf58dd8d48988d129951735,Train Station,35.53275445,139.700743,540,Tue Apr 03 23:20:54 +0000 2012
1396,4deefea9d4c0e9e23b73eb5f,4d954b0ea243a5684a65b473,Convenience Store,35.66745134,139.8032355,540,Tue Apr 03 23:21:10 +0000 2012
1996,4d15ea5c380a8eecb8ba85fa,4bf58dd8d48988d196941735,Medical Center,35.66550692,139.7686049,540,Tue Apr 03 23:21:13 +0000 2012
1884,4b59d5f4f964a520f99a28e3,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.69191198,139.7705019,540,Tue Apr 03 23:21:15 +0000 2012
1338,4b5ed34ef964a520ff9929e3,4bf58dd8d48988d1eb931735,Airport,35.55137977,139.7884083,540,Tue Apr 03 23:21:24 +0000 2012
1617,4b2837d8f964a5200e9124e3,4bf58dd8d48988d129951735,Train Station,35.56238729,139.7159528,540,Tue Apr 03 23:21:35 +0000 2012
2250,4b54fad0f964a52057d627e3,4bf58dd8d48988d1fd931735,Subway,35.66360738,139.8727047,540,Tue Apr 03 23:21:43 +0000 2012
734,4b5a4723f964a5209eb928e3,4bf58dd8d48988d129951735,Train Station,35.6281212,139.737982,540,Tue Apr 03 23:21:56 +0000 2012
641,4b948fd8f964a5207c7d34e3,4bf58dd8d48988d1fd931735,Subway,35.66719421,139.7585446,540,Tue Apr 03 23:22:52 +0000 2012
734,4b0e60adf964a520305723e3,4bf58dd8d48988d129951735,Train Station,35.63014573,139.7404289,540,Tue Apr 03 23:22:55 +0000 2012
1303,4da23c6563b5a35d1ce5f919,4bf58dd8d48988d129951735,Train Station,35.58974292,139.6687818,540,Tue Apr 03 23:23:04 +0000 2012
806,4b1a3c14f964a5204de823e3,4bf58dd8d48988d129951735,Train Station,35.69643202,139.8139429,540,Tue Apr 03 23:23:44 +0000 2012
1809,4b3b5742f964a520ad7225e3,4bf58dd8d48988d129951735,Train Station,35.55319973,139.6468145,540,Tue Apr 03 23:24:01 +0000 2012
115,4b563a05f964a520430628e3,4bf58dd8d48988d129951735,Train Station,35.74830601,139.5676732,540,Tue Apr 03 23:24:02 +0000 2012
997,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 23:24:05 +0000 2012
1158,4b63ca22f964a520b3912ae3,4bf58dd8d48988d1df941735,Bridge,35.68249494,139.7916474,540,Tue Apr 03 23:24:16 +0000 2012
113,4b584f78f964a5201c5228e3,4bf58dd8d48988d129951735,Train Station,35.64318157,139.6092904,540,Tue Apr 03 23:24:32 +0000 2012
1924,4b7278aef964a520de7b2de3,4bf58dd8d48988d1fd931735,Subway,35.68658997,139.7659099,540,Tue Apr 03 23:25:05 +0000 2012
1216,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 23:25:16 +0000 2012
53,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Tue Apr 03 23:25:33 +0000 2012
342,4b66e43ff964a5200b2f2be3,4bf58dd8d48988d129951735,Train Station,35.71585116,139.6951479,540,Tue Apr 03 23:25:37 +0000 2012
161,4b0e60adf964a520305723e3,4bf58dd8d48988d129951735,Train Station,35.63014573,139.7404289,540,Tue Apr 03 23:25:53 +0000 2012
1699,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 23:26:06 +0000 2012
1713,4b35a8b4f964a520722e25e3,4bf58dd8d48988d129951735,Train Station,35.70320182,139.5799041,540,Tue Apr 03 23:26:15 +0000 2012
627,4bc5312b69369521abd98388,4bf58dd8d48988d171941735,Event Space,35.61756565,139.7772235,540,Tue Apr 03 23:26:15 +0000 2012
168,4b5f855af964a5204abf29e3,4bf58dd8d48988d1fd931735,Subway,35.68600612,139.8829293,540,Tue Apr 03 23:26:25 +0000 2012
1676,4f5db79ee4b01f8f4df7fd0e,4bf58dd8d48988d1df941735,Bridge,35.62035783,139.7289618,540,Tue Apr 03 23:26:38 +0000 2012
822,4b274cf5f964a520bf8524e3,4bf58dd8d48988d129951735,Train Station,35.53132693,139.696902,540,Tue Apr 03 23:26:49 +0000 2012
583,4b0c8214f964a520813e23e3,4bf58dd8d48988d129951735,Train Station,35.72614905,139.5132297,540,Tue Apr 03 23:26:56 +0000 2012
1711,4b7a1694f964a52080222fe3,4bf58dd8d48988d19e941735,College Academic Building,35.71436593,139.7600412,540,Tue Apr 03 23:27:01 +0000 2012
2198,4e6ea5d11f6e63a4ea6fb39f,4bf58dd8d48988d123951735,Smoke Shop,35.710602,139.797917,540,Tue Apr 03 23:27:10 +0000 2012
831,4b5583def964a52032e627e3,4bf58dd8d48988d129951735,Train Station,35.73651528,139.7468233,540,Tue Apr 03 23:27:11 +0000 2012
1658,4b1cd6a5f964a520120a24e3,4bf58dd8d48988d129951735,Train Station,35.77806244,139.7208381,540,Tue Apr 03 23:27:15 +0000 2012
1322,4b5538e6f964a52011df27e3,4bf58dd8d48988d124941735,Office,35.70931543,139.7729781,540,Tue Apr 03 23:27:32 +0000 2012
1143,4b57a92ef964a5204e3a28e3,4bf58dd8d48988d130941735,Building,35.67882526,139.7631526,540,Tue Apr 03 23:27:33 +0000 2012
2212,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Tue Apr 03 23:27:44 +0000 2012
2284,4bc5d071693695219b888488,4bf58dd8d48988d129951735,Train Station,35.6663095,139.7586197,540,Tue Apr 03 23:27:54 +0000 2012
822,4b974a9cf964a52091fe34e3,4bf58dd8d48988d129951735,Train Station,35.53153648,139.6967518,540,Tue Apr 03 23:28:05 +0000 2012
1338,4d1a7b6f02a66dcb3d806065,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.550367,139.788622,540,Tue Apr 03 23:28:05 +0000 2012
615,4b600990f964a520e3d329e3,4bf58dd8d48988d129951735,Train Station,35.66669205,139.7581327,540,Tue Apr 03 23:28:11 +0000 2012
1924,4c47c32e1ddec9287f949e32,4d954b0ea243a5684a65b473,Convenience Store,35.68708232,139.7654593,540,Tue Apr 03 23:28:31 +0000 2012
1486,4b3eae5cf964a520b4a025e3,4bf58dd8d48988d129951735,Train Station,35.70025263,139.4802547,540,Tue Apr 03 23:28:31 +0000 2012
641,4b22ebb2f964a5205c5024e3,4bf58dd8d48988d1fd931735,Subway,35.671976,139.741176,540,Tue Apr 03 23:28:36 +0000 2012
1100,4b972b47f964a520c9fa34e3,4bf58dd8d48988d12e941735,Government Building,35.57479604,139.6572053,540,Tue Apr 03 23:29:04 +0000 2012
1883,4b592a01f964a520be7f28e3,4bf58dd8d48988d1fd931735,Subway,35.66331537,139.7321168,540,Tue Apr 03 23:29:05 +0000 2012
1388,4b443147f964a5208bf225e3,4bf58dd8d48988d129951735,Train Station,35.69596587,139.7580671,540,Tue Apr 03 23:29:14 +0000 2012
336,4b5641a7f964a520c40728e3,4bf58dd8d48988d1fc931735,Light Rail,35.58157615,139.7491193,540,Tue Apr 03 23:29:20 +0000 2012
822,4e9c2ac1d3e3697fc07e5cd5,4f4531504b9074f6e4fb0102,Train Station,35.53116759,139.6963254,540,Tue Apr 03 23:29:22 +0000 2012
1040,4bcb22130687ef3b2e0addcc,4bf58dd8d48988d1df941735,Bridge,35.65222693,139.5117116,540,Tue Apr 03 23:29:29 +0000 2012
425,4bbef995ba9776b09765fec8,4bf58dd8d48988d1fd931735,Subway,35.56292403,139.5698129,540,Tue Apr 03 23:29:30 +0000 2012
336,4b73ecf6f964a52059c02de3,4d954b0ea243a5684a65b473,Convenience Store,35.5813231,139.748733,540,Tue Apr 03 23:29:56 +0000 2012
161,4b22504cf964a520704524e3,4bf58dd8d48988d129951735,Train Station,35.61969917,139.7285528,540,Tue Apr 03 23:29:56 +0000 2012
1646,4b6e49c0f964a5206ab62ce3,4d954b0ea243a5684a65b473,Convenience Store,35.6691924,139.6237287,540,Tue Apr 03 23:30:00 +0000 2012
845,4b716198f964a520ca432de3,4bf58dd8d48988d129951735,Train Station,35.68304104,139.7021592,540,Tue Apr 03 23:30:00 +0000 2012
1916,4bf5fbf694b2a59343cfacee,4bf58dd8d48988d1e0931735,Coffee Shop,35.67946799,139.7414508,540,Tue Apr 03 23:30:02 +0000 2012
42,4b559470f964a52004e827e3,4bf58dd8d48988d129951735,Train Station,35.58732177,139.5913464,540,Tue Apr 03 23:30:04 +0000 2012
1646,4b583562f964a5201f4e28e3,4bf58dd8d48988d129951735,Train Station,35.66884376,139.6234699,540,Tue Apr 03 23:30:24 +0000 2012
2258,4b396b34f964a5204f5c25e3,4bf58dd8d48988d129951735,Train Station,35.74964694,139.8051453,540,Tue Apr 03 23:30:29 +0000 2012
65,4e618ca81495676d555d9410,4bf58dd8d48988d1fe931735,Bus Station,35.52512137,139.7162907,540,Tue Apr 03 23:30:32 +0000 2012
2284,4b986f7ef964a5201a4235e3,4bf58dd8d48988d163941735,Park,35.66514586,139.7568762,540,Tue Apr 03 23:30:45 +0000 2012
343,4b55b740f964a520efec27e3,4bf58dd8d48988d1fd931735,Subway,35.54549626,139.5745189,540,Tue Apr 03 23:30:46 +0000 2012
1396,4b5be971f964a520e31c29e3,4bf58dd8d48988d1fd941735,Mall,35.66735111,139.803949,540,Tue Apr 03 23:30:48 +0000 2012
1002,4b17d383f964a52091c823e3,4bf58dd8d48988d1fd931735,Subway,35.68985772,139.8356581,540,Tue Apr 03 23:30:54 +0000 2012
1796,4b5984f1f964a520f28a28e3,4bf58dd8d48988d129951735,Train Station,35.68867263,139.7731733,540,Tue Apr 03 23:31:00 +0000 2012
1480,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Tue Apr 03 23:31:39 +0000 2012
1509,4b5409faf964a520e6b027e3,4bf58dd8d48988d129951735,Train Station,35.60978987,139.7496986,540,Tue Apr 03 23:31:43 +0000 2012
2011,4b7e455ef964a520e0e72fe3,4bf58dd8d48988d1fd931735,Subway,35.68635578,139.7822486,540,Tue Apr 03 23:31:53 +0000 2012
371,4b1a3c14f964a5204de823e3,4bf58dd8d48988d129951735,Train Station,35.69643202,139.8139429,540,Tue Apr 03 23:32:06 +0000 2012
264,4b1a3c14f964a5204de823e3,4bf58dd8d48988d129951735,Train Station,35.69643202,139.8139429,540,Tue Apr 03 23:32:07 +0000 2012
1693,4cff2e6e1ebe6dcbee0b8091,4bf58dd8d48988d124941735,Office,35.70305806,139.774662,540,Tue Apr 03 23:32:09 +0000 2012
615,4c7523466f789c74742f494c,4bf58dd8d48988d190941735,History Museum,35.66753197,139.7618088,540,Tue Apr 03 23:32:12 +0000 2012
2164,4b4c7cb3f964a5203cb426e3,4bf58dd8d48988d129951735,Train Station,35.60712395,139.6224021,540,Tue Apr 03 23:32:13 +0000 2012
785,4b22504cf964a520704524e3,4bf58dd8d48988d129951735,Train Station,35.61969917,139.7285528,540,Tue Apr 03 23:32:22 +0000 2012
988,4b564827f964a5201f0928e3,4bf58dd8d48988d129951735,Train Station,35.77209986,139.5198977,540,Tue Apr 03 23:32:24 +0000 2012
556,4b283516f964a520e19024e3,4bf58dd8d48988d129951735,Train Station,35.5884342,139.7279191,540,Tue Apr 03 23:32:25 +0000 2012
936,4b53f0dbf964a52021af27e3,4bf58dd8d48988d1fd931735,Subway,35.67736984,139.7517478,540,Tue Apr 03 23:32:37 +0000 2012
1672,4b413218f964a52005c325e3,4bf58dd8d48988d1fd931735,Subway,35.72129098,139.752059,540,Tue Apr 03 23:32:39 +0000 2012
1795,4c1b7f37b4e62d7fec6dd993,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.73387649,139.7386587,540,Tue Apr 03 23:32:51 +0000 2012
641,4b824c3bf964a52054cf30e3,4bf58dd8d48988d1e0931735,Coffee Shop,35.67309928,139.7407615,540,Tue Apr 03 23:33:02 +0000 2012
390,4b269275f964a520b87d24e3,4bf58dd8d48988d1fd931735,Subway,35.66895053,139.6913123,540,Tue Apr 03 23:33:20 +0000 2012
1941,4b5648e6f964a520400928e3,4bf58dd8d48988d129951735,Train Station,35.75243323,139.738133,540,Tue Apr 03 23:33:38 +0000 2012
955,4c46c0d9c047be9a5e6a2e79,4bf58dd8d48988d129951735,Train Station,35.7336936,139.7402787,540,Tue Apr 03 23:34:07 +0000 2012
2284,4d7efccef635236adfb37116,4bf58dd8d48988d1f9931735,Road,35.66543586,139.7551642,540,Tue Apr 03 23:34:30 +0000 2012
2012,4b55a124f964a520b2e927e3,4bf58dd8d48988d129951735,Train Station,35.79123348,139.6913901,540,Tue Apr 03 23:34:31 +0000 2012
1960,4bac613bf964a5209ff23ae3,4d954b0ea243a5684a65b473,Convenience Store,35.5665972,139.7363251,540,Tue Apr 03 23:34:53 +0000 2012
212,4b7a6bc8f964a5205d2c2fe3,4bf58dd8d48988d129951735,Train Station,35.74933348,139.8051023,540,Tue Apr 03 23:34:55 +0000 2012
426,4b9e100ff964a520d2c836e3,4bf58dd8d48988d1df941735,Bridge,35.6969156,139.7754693,540,Tue Apr 03 23:35:27 +0000 2012
845,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 23:35:33 +0000 2012
482,4b24e5a2f964a520636a24e3,4bf58dd8d48988d129951735,Train Station,35.68417611,139.7020626,540,Tue Apr 03 23:35:55 +0000 2012
1321,4b1a3c14f964a5204de823e3,4bf58dd8d48988d129951735,Train Station,35.69643202,139.8139429,540,Tue Apr 03 23:35:57 +0000 2012
161,4f0d071ee4b04a8cd74674ae,4bf58dd8d48988d130941735,Building,35.62411833,139.7289668,540,Tue Apr 03 23:35:59 +0000 2012
1321,4c970c02f7cfa1cdda4ecb15,4bf58dd8d48988d129951735,Train Station,35.69643638,139.8139483,540,Tue Apr 03 23:36:15 +0000 2012
1321,4bab2aedf964a520a8973ae3,4bf58dd8d48988d129951735,Train Station,35.69690689,139.8145008,540,Tue Apr 03 23:36:34 +0000 2012
1321,4caebbef1463a14399208fa9,4f4531504b9074f6e4fb0102,Train Station,35.69687639,139.8142353,540,Tue Apr 03 23:36:59 +0000 2012
2284,4e1e3aa1d22d7c148ce0455b,4bf58dd8d48988d1f9931735,Road,35.66562091,139.7535932,540,Tue Apr 03 23:37:10 +0000 2012
1540,4b54ea63f964a520efd227e3,4bf58dd8d48988d180941735,Movie Theater,35.69001021,139.7058928,540,Tue Apr 03 23:37:22 +0000 2012
86,4b54f8c1f964a520fad527e3,4bf58dd8d48988d129951735,Train Station,35.5848776,139.58198,540,Tue Apr 03 23:37:37 +0000 2012
733,4b063a75f964a520e0e922e3,4bf58dd8d48988d1fd931735,Subway,35.67278116,139.7240299,540,Tue Apr 03 23:37:43 +0000 2012
425,4b7615a8f964a5209f3b2ee3,4bf58dd8d48988d1ae941735,University,35.5613563,139.5750868,540,Tue Apr 03 23:37:47 +0000 2012
838,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 23:37:49 +0000 2012
2204,4b19f837f964a520a2e623e3,4bf58dd8d48988d129951735,Train Station,35.71362077,139.7765178,540,Tue Apr 03 23:38:02 +0000 2012
733,4bc5a7655935c9b64624a6d2,4bf58dd8d48988d1fd931735,Subway,35.67287268,139.7241318,540,Tue Apr 03 23:38:03 +0000 2012
183,4b25bccef964a520cb7524e3,4bf58dd8d48988d129951735,Train Station,35.55137977,139.6717215,540,Tue Apr 03 23:38:07 +0000 2012
997,4b403756f964a520eab625e3,4bf58dd8d48988d1fd931735,Subway,35.6908598,139.7048521,540,Tue Apr 03 23:38:13 +0000 2012
51,4c301d93ed37a5935b856803,4bf58dd8d48988d129951735,Train Station,35.69758487,139.8260772,540,Tue Apr 03 23:38:22 +0000 2012
342,4f751002e4b06c81e0667de6,4bf58dd8d48988d13b941735,School,35.7094418,139.6949145,540,Tue Apr 03 23:38:24 +0000 2012
146,4b39affff964a520805e25e3,4bf58dd8d48988d1fd931735,Subway,35.55347523,139.5785026,540,Tue Apr 03 23:38:33 +0000 2012
426,4e534dd1e4cd13d1047c825f,4c38df4de52ce0d596b336e1,Parking,35.699234,139.774394,540,Tue Apr 03 23:38:54 +0000 2012
1480,4b600990f964a520e3d329e3,4bf58dd8d48988d129951735,Train Station,35.66669205,139.7581327,540,Tue Apr 03 23:39:08 +0000 2012
1761,4daf823e5da3f2f3d2a82527,4bf58dd8d48988d125941735,Office,35.64779322,139.6800732,540,Tue Apr 03 23:39:14 +0000 2012
1388,4b44246df964a520f3f125e3,4bf58dd8d48988d1fd931735,Subway,35.68848092,139.7881508,540,Tue Apr 03 23:39:18 +0000 2012
207,4b7b65f0f964a520e2612fe3,4bf58dd8d48988d1fd931735,Subway,35.66092259,139.7514582,540,Tue Apr 03 23:39:32 +0000 2012
733,4bb441aabd4b9c74a38232f5,4bf58dd8d48988d130941735,Building,35.67248701,139.7246763,540,Tue Apr 03 23:39:40 +0000 2012
2284,4b5e638ef964a520a58c29e3,4bf58dd8d48988d163941735,Park,35.66644243,139.7528723,540,Tue Apr 03 23:39:45 +0000 2012
1518,4be956986af1ef3b2bbf1b96,4d954b0ea243a5684a65b473,Convenience Store,35.73287495,139.7135559,540,Tue Apr 03 23:40:18 +0000 2012
1672,4b73502df964a52001a82de3,4bf58dd8d48988d1fd931735,Subway,35.70357209,139.755106,540,Tue Apr 03 23:40:20 +0000 2012
1518,4b552568f964a520cadc27e3,4bf58dd8d48988d130941735,Building,35.72935203,139.7181773,540,Tue Apr 03 23:40:35 +0000 2012
2156,4b54fad0f964a52057d627e3,4bf58dd8d48988d1fd931735,Subway,35.66360738,139.8727047,540,Tue Apr 03 23:40:36 +0000 2012
1826,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 23:40:49 +0000 2012
504,4b5edaf0f964a520149b29e3,4bf58dd8d48988d129951735,Train Station,35.65819631,139.7020304,540,Tue Apr 03 23:41:03 +0000 2012
371,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Tue Apr 03 23:41:03 +0000 2012
1913,4b4f2be8f964a52025fc26e3,4bf58dd8d48988d129951735,Train Station,35.73792608,139.7610283,540,Tue Apr 03 23:41:15 +0000 2012
2258,4b585654f964a520605328e3,4bf58dd8d48988d1fd931735,Subway,35.70710486,139.7812709,540,Tue Apr 03 23:41:30 +0000 2012
207,4b9c9ce8f964a520cb7236e3,4bf58dd8d48988d16d941735,Café,35.66096305,139.751415,540,Tue Apr 03 23:41:51 +0000 2012
1267,4b558892f964a520b9e627e3,4bf58dd8d48988d171941735,Event Space,35.66029497,139.7292709,540,Tue Apr 03 23:42:07 +0000 2012
482,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Tue Apr 03 23:42:10 +0000 2012
1323,4b8918fff964a5208d1c32e3,4d954b0ea243a5684a65b473,Convenience Store,35.553754,139.578166,540,Tue Apr 03 23:42:10 +0000 2012
1321,4b1a3b8cf964a52048e823e3,4bf58dd8d48988d129951735,Train Station,35.69610528,139.7925282,540,Tue Apr 03 23:42:16 +0000 2012
1323,4bc143b1461576b007ca7b32,4bf58dd8d48988d163941735,Park,35.55438683,139.5790243,540,Tue Apr 03 23:42:20 +0000 2012
1973,4c4e3a8c1b8e1b8dcf6dd526,4bf58dd8d48988d1df941735,Bridge,35.51790643,139.6312997,540,Tue Apr 03 23:42:21 +0000 2012
831,4b56bd3df964a520f01928e3,4bf58dd8d48988d124941735,Office,35.72989638,139.7474241,540,Tue Apr 03 23:42:35 +0000 2012
1793,4c0cc41398102d7f001ae106,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,35.62536139,139.7238958,540,Tue Apr 03 23:42:40 +0000 2012
1321,4c4aa37e5609c9b6f0e1f68f,4bf58dd8d48988d129951735,Train Station,35.69612271,139.7925121,540,Tue Apr 03 23:42:42 +0000 2012
430,4b736296f964a520dbab2de3,4bf58dd8d48988d13b941735,School,35.66340774,139.7322045,540,Tue Apr 03 23:42:58 +0000 2012
358,4ba94ec3f964a5206b1d3ae3,4bf58dd8d48988d1fd931735,Subway,35.71014091,139.8134065,540,Tue Apr 03 23:43:04 +0000 2012
92,4b9e074cf964a52027c736e3,4bf58dd8d48988d1df941735,Bridge,35.66716371,139.7640431,540,Tue Apr 03 23:43:09 +0000 2012
734,4b19f917f964a520abe623e3,4bf58dd8d48988d129951735,Train Station,35.6985962,139.7730182,540,Tue Apr 03 23:43:20 +0000 2012
1903,4b3b57cef964a520b37225e3,4bf58dd8d48988d129951735,Train Station,35.56432371,139.6540457,540,Tue Apr 03 23:43:30 +0000 2012
1323,4d1e58a8b69c6dcb78cc5c95,4eb1d80a4b900d56c88a45ff,Shrine,35.5545614,139.576318,540,Tue Apr 03 23:43:33 +0000 2012
1309,4b4f2be8f964a52025fc26e3,4bf58dd8d48988d129951735,Train Station,35.73792608,139.7610283,540,Tue Apr 03 23:43:34 +0000 2012
612,4ba44083f964a520329038e3,4bf58dd8d48988d129951735,Train Station,35.76394302,139.7708023,540,Tue Apr 03 23:43:57 +0000 2012
358,4c1876cb4b8bd13a1c734c83,4bf58dd8d48988d129951735,Train Station,35.71076379,139.8128915,540,Tue Apr 03 23:44:11 +0000 2012
1486,4b3eab45f964a52095a025e3,4bf58dd8d48988d129951735,Train Station,35.7027063,139.5608296,540,Tue Apr 03 23:44:28 +0000 2012
1672,4b595505f964a520528528e3,4bf58dd8d48988d129951735,Train Station,35.70219553,139.7551703,540,Tue Apr 03 23:44:29 +0000 2012
354,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 23:44:40 +0000 2012
1789,4b4bf936f964a52068ac26e3,4bf58dd8d48988d129951735,Train Station,35.70642532,139.8425084,540,Tue Apr 03 23:44:46 +0000 2012
2284,4dc3509e18387d1bd5072f4e,4bf58dd8d48988d1f9931735,Road,35.66615836,139.75004,540,Tue Apr 03 23:45:06 +0000 2012
1713,4b0587a6f964a5203d9e22e3,4bf58dd8d48988d129951735,Train Station,35.69080269,139.7002792,540,Tue Apr 03 23:45:20 +0000 2012
749,4b8aff5bf964a520628d32e3,4bf58dd8d48988d129951735,Train Station,35.62850802,139.7383313,540,Tue Apr 03 23:45:24 +0000 2012
1941,4b598750f964a520448b28e3,4bf58dd8d48988d1fd931735,Subway,35.724399,139.753634,540,Tue Apr 03 23:45:24 +0000 2012
790,4b4327e6f964a5209fdc25e3,4bf58dd8d48988d129951735,Train Station,35.65561814,139.7567421,540,Tue Apr 03 23:45:30 +0000 2012
365,4c00a5419cf52d7f422e14e7,4bf58dd8d48988d129951735,Train Station,35.56247782,139.7160503,540,Tue Apr 03 23:45:31 +0000 2012
1765,4b5254f3f964a520b17727e3,4bf58dd8d48988d130941735,Building,35.68810445,139.6934552,540,Tue Apr 03 23:45:39 +0000 2012
1217,4b80a413f964a520e88230e3,4bf58dd8d48988d1fd931735,Subway,35.67964883,139.77997,540,Tue Apr 03 23:45:40 +0000 2012
1799,4b243a7df964a520356424e3,4bf58dd8d48988d129951735,Train Station,35.72986464,139.7109556,540,Tue Apr 03 23:46:13 +0000 2012
754,4bbef995ba9776b09765fec8,4bf58dd8d48988d1fd931735,Subway,35.56292403,139.5698129,540,Tue Apr 03 23:46:16 +0000 2012
146,4bbef995ba9776b09765fec8,4bf58dd8d48988d1fd931735,Subway,35.56292403,139.5698129,540,Tue Apr 03 23:46:24 +0000 2012
1617,4b0b90e1f964a5204d3223e3,4bf58dd8d48988d129951735,Train Station,35.67496319,139.7634734,540,Tue Apr 03 23:46:29 +0000 2012
371,4b19f837f964a520a2e623e3,4bf58dd8d48988d129951735,Train Station,35.71362077,139.7765178,540,Tue Apr 03 23:46:32 +0000 2012
2212,4b6c0623f964a5202d202ce3,4bf58dd8d48988d12a951735,Train Station,35.62840531,139.7385408,540,Tue Apr 03 23:46:37 +0000 2012
667,4b093eeff964a520e51423e3,4bf58dd8d48988d129951735,Train Station,35.65852173,139.701326,540,Tue Apr 03 23:46:40 +0000 2012
232,4dc642e5fa76d685cdf6822c,4bf58dd8d48988d162941735,Other Great Outdoors,35.76902767,139.8838117,540,Tue Apr 03 23:46:40 +0000 2012
1922,4b5982c0f964a520a28a28e3,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.68800165,139.6989834,540,Tue Apr 03 23:46:47 +0000 2012
729,4bc6e1300050b7138bb2b73b,4bf58dd8d48988d12a951735,Train Station,35.69233132,139.771273,540,Tue Apr 03 23:46:57 +0000 2012
409,4ec0d5979911a2ec5c6cdda6,4bf58dd8d48988d129951735,Train Station,35.62822723,139.7387123,540,Tue Apr 03 23:46:59 +0000 2012
2054,4baed581f964a520c2db3be3,4bf58dd8d48988d163941735,Park,35.5596002,139.7211002,540,Tue Apr 03 23:46:59 +0000 2012
655,4bebcfccb3352d7f53db56d2,4bf58dd8d48988d16e941735,Fast Food Restaurant,35.55382601,139.646266,540,Tue Apr 03 23:47:04 +0000 2012
653,4b95d823f964a52057b534e3,4bf58dd8d48988d129951735,Train Station,35.60729518,139.6686745,540,Tue Apr 03 23:47:14 +0000 2012
2,4b5aad67f964a52078d028e3,4bf58dd8d48988d129951735,Train Station,35.58259999,139.6732548,540,Tue Apr 03 23:47:37 +0000 2012
2290,4b22e781f964a520075024e3,4bf58dd8d48988d1fd931735,Subway,35.71897399,139.7274899,540,Tue Apr 03 23:47:44 +0000 2012
1352,4b2acea4f964a52007b024e3,4bf58dd8d48988d16a941735,Bakery,35.69103408,139.6994984,540,Tue Apr 03 23:47:45 +0000 2012
1512,4bd67a80637ba5935053f870,4bf58dd8d48988d1fe931735,Bus Station,35.63924187,139.7473429,540,Tue Apr 03 23:47:47 +0000 2012
1002,4b340afff964a5204b2425e3,4bf58dd8d48988d1fd931735,Subway,35.68205847,139.7860265,540,Tue Apr 03 23:47:53 +0000 2012
1830,4e803e748b81c2429f765622,4bf58dd8d48988d171941735,Event Space,35.6816881,139.7646466,540,Tue Apr 03 23:47:53 +0000 2012
86,4cc62e6606c25481d7f8a047,4bf58dd8d48988d129951735,Train Station,35.59995458,139.6105993,540,Tue Apr 03 23:47:55 +0000 2012
2187,4b0587a6f964a5203e9e22e3,4bf58dd8d48988d129951735,Train Station,35.68137872,139.7660816,540,Tue Apr 03 23:48:02 +0000 2012
2187,4eb101f19adf1abeff96b11a,4d954b0ea243a5684a65b473,Convenience Store,35.68213207,139.7718522,540,Tue Apr 03 23:48:22 +0000 2012
1710,4b0dfb40f964a5207c5323e3,4bf58dd8d48988d1fd931735,Subway,35.6738924,139.7509646,540,Tue Apr 03 23:48:32 +0000 2012
